"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State","max","min","mean"
"275"," EXPRESS","Columbus, OH","Retail",3.2,"$84k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","129","84",106.5
"277"," Coyote Logistics","Chicago, IL","Transportation ; Logistics",3.4,"$79k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","120","79",99.5
"279"," Roam","San Mateo, CA","Information Technology",5,"$111k-$179k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","179","111",145
"280"," TrueMotion","Boston, MA","Information Technology",4.9,"$98k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","141","98",119.5
"281"," TextNow","San Francisco, CA","Telecommunications",4.1,"$101k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","142","101",121.5
"282"," Facebook","Menlo Park, CA","Information Technology",4.6,"$126k-$183k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","183","126",154.5
"283"," CEP America","Emeryville, CA","Health Care",4.1,"$105k-$150k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA","150","105",127.5
"284"," Nissan North America","Franklin, TN","Manufacturing",3.3,"$72k-$111k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"TN","111","72",91.5
"285"," Surescripts","Minnesota","Information Technology",3.3,"$121k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ta","170","121",145.5
"286"," Honeywell","Morris Plains, NJ","Information Technology",3.1,"$94k-$137k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NJ","137","94",115.5
"287"," Tripping","San Francisco, CA","Information Technology",4.4,"$94k-$136k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","136","94",115
"288"," Chubb Corp","Whitehouse Station, NJ","Insurance",3.2,"$113k-$171k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ","171","113",142
"289",NA,"New York, NY","Information Technology",4.5,"$114k-$166k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","166","114",140
"290"," Robert Half Technology","Horsham, PA","Business Services",2.9,"$74k-$118k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","118","74",96
"291"," Avant","Chicago, IL","Finance",3.1,"$73k-$107k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","107","73",90
"292"," Fabergent USA","Harrisburg, PA","Information Technology",4.8,"$60k-$98k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","98","60",79
"293"," Enigma","New York, NY","Information Technology",4.1,"$78k-$116k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","116","78",97
"294"," The Coca-Cola Company","Atlanta, GA","Manufacturing",3.5,"$74k-$112k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"GA","112","74",93
"296"," RealTruck","Ocala, FL","Retail",4.2,"$60k-$90k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL","90","60",75
"297"," Altamira Technologies","Alexandria, VA","Information Technology",4.1,"$99k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA","147","99",123
"298"," NVIDIA","Santa Clara, CA","Information Technology",4.4,"$125k-$177k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","177","125",151
"299"," Capco","New York, NY","Business Services",3.7,"$101k-$152k(Glassdoor est.)",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","152","101",126.5
"300"," Cambia Health Solutions","Portland, OR","Health Care",3.2,"$116k-$172k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"OR","172","116",144
"302"," National Geospatial-Intelligence Agency","Fort Meade, MD","Aerospace ; Defense",3,"$85k-$134k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","134","85",109.5
"303"," adMarketplace","New York, NY","Business Services",3.6,"$104k-$157k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY","157","104",130.5
"304"," Ocean Media","Huntington Beach, CA","Media",4.2,"$91k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","142","91",116.5
"305"," ZeniMax Media","Rockville, MD","Media",3.5,"$81k-$119k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MD","119","81",100
"306"," Mattel","El Segundo, CA","Manufacturing",3.2,"$103k-$151k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","151","103",127
"307"," Autolist","San Francisco, CA","Information Technology",5,"$94k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","136","94",115
"308"," Plug Power Inc.","Latham, NY","Manufacturing",3.3,"$82k-$122k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","122","82",102
"309"," Avanade","Boston, MA","Information Technology",3.6,"$108k-$157k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MA","157","108",132.5
"311"," Aetna","New York, NY","Insurance",3.3,"$123k-$183k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","183","123",153
"312"," Foursquare","New York, NY","Information Technology",4.5,"$119k-$178k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","178","119",148.5
"313"," Sovrn","Boulder, CO","Media",3.1,"$102k-$144k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO","144","102",123
"314"," HealthJoy","Chicago, IL","Health Care",5,"$77k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","130","77",103.5
"315"," Voith","Raleigh, NC","Manufacturing",3.1,"$87k-$130k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC","130","87",108.5
"316"," Cameron Craig Group","Moline, IL","Business Services",5,"$57k-$94k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","94","57",75.5
"317"," VIVA USA","Irving, TX","Information Technology",3.8,"$79k-$121k(Glassdoor est.)",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX","121","79",100
"318"," Nexosis","Columbus, OH","Information Technology",5,"$51k-$83k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","83","51",67
"319"," SpotXchange","Broomfield, CO","Information Technology",3.9,"$64k-$93k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CO","93","64",78.5
"322"," Transdev","Tempe, AZ","Transportation ; Logistics",3.1,"$60k-$96k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"AZ","96","60",78
"325"," Northrop Grumman","Redondo Beach, CA","Aerospace ; Defense",3.7,"$114k-$168k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA","168","114",141
"327"," QuintilesIMS","Plymouth Meeting, PA","Health Care",3.4,"$93k-$140k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","140","93",116.5
"328"," Citibank","Long Island City, NY","Finance",3.4,"$86k-$137k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","137","86",111.5
"329"," Cloutera","Seattle, WA","Business Services",5,"$93k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","142","93",117.5
"330"," Monsanto Company","Saint Louis, MO","Agriculture ; Forestry",3.9,"$90k-$134k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO","134","90",112
"331"," Trinity Health","Livonia, MI","Health Care",3.1,"$63k-$97k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MI","97","63",80
"332"," Rocket Lawyer","San Francisco, CA","Information Technology",3.7,"$90k-$126k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","126","90",108
"333"," Payette Group","San Francisco, CA","Business Services",4.6,"$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","139","98",118.5
"334"," Indeed","Austin, TX","Information Technology",3.6,"$73k-$107k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX","107","73",90
"335"," Thermo Fisher Scientific","Carlsbad, CA","Biotech ; Pharmaceuticals",3.3,"$66k-$102k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","102","66",84
"336"," Sage","San Francisco, CA","Information Technology",2.9,"$97k-$137k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"CA","137","97",117
"337"," St. Jude Children's Research Hospital","Memphis, TN","Health Care",4.7,"$65k-$98k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TN","98","65",81.5
"338"," Meetup","New York, NY","Information Technology",4.1,"$81k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","122","81",101.5
"339"," Fino Consulting","New York, NY","Information Technology",4,"$98k-$148k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NY","148","98",123
"340"," Cummins Power South","Columbus, IN","Manufacturing",3.8,"$78k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IN","120","78",99
"341"," NBCUniversal","New York, NY","Media",3.8,"$103k-$160k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","160","103",131.5
"342"," Novartis","East Hanover, NJ","Biotech ; Pharmaceuticals",3.6,"$79k-$125k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ","125","79",102
"343"," Spectrum Communications and Consulting","Chicago, IL","Business Services",4.8,"$85k-$134k(Glassdoor est.)",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","134","85",109.5
"344"," Barrick Gold","Henderson, NV","Mining ; Metals",3.9,"$73k-$115k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NV","115","73",94
"345"," Bank of America","Charlotte, NC","Finance",3.5,"$111k-$170k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"NC","170","111",140.5
"346"," Air Liquide","Newark, DE","Manufacturing",3.4,"$91k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DE","138","91",114.5
"347"," Puget Sound Energy","Bellevue, WA","Oil, Gas, Energy ; Utilities",3.4,"$106k-$150k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"WA","150","106",128
"348"," Kronos Incorporated","Lowell, MA","Information Technology",4.2,"$99k-$140k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"MA","140","99",119.5
"349"," Coupons.com Incorporated","Cincinnati, OH","Retail",2.8,"$87k-$124k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"OH","124","87",105.5
"350"," The Zappos Family","Las Vegas, NV","Retail",3.9,"$71k-$105k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"NV","105","71",88
"351",NA,"New York, NY","Media",3.6,"$70k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","110","70",90
"352"," Sensor Tower","San Francisco, CA","Business Services",4.8,"$98k-$139k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","139","98",118.5
"353"," HelloFresh","New York, NY","Consumer Services",3.4,"$62k-$95k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","95","62",78.5
"354"," Becton Dickinson and Company","San Diego, CA","Manufacturing",3.4,"$78k-$119k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","119","78",98.5
"355"," Zephyr Health","San Francisco, CA","Information Technology",2.8,"$82k-$118k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","118","82",100
"356"," Point72","New York, NY","Finance",4.2,"$110k-$168k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","168","110",139
"359"," CACI International","Charlottesville, VA","Information Technology",3.5,"$92k-$138k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA","138","92",115
"360"," Oscar","New York, NY","Business Services",4,"$89k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","142","89",115.5
"361"," American Savings Bank","Honolulu, HI","Finance",3.4,"$69k-$107k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"HI","107","69",88
"362"," Lawrence Livermore National Laboratory","Livermore, CA","Government",4.4,"$125k-$176k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","176","125",150.5
"364"," NBS","East Hanover, NJ","Finance",2.7,"$89k-$142k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ","142","89",115.5
"365"," Analysis Group","Boston, MA","Business Services",3.8,"$109k-$160k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","160","109",134.5
"366"," Sartorius","California","Biotech ; Pharmaceuticals",3.2,"$77k-$117k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"ia","117","77",97
"367"," VideoAmp","Santa Monica, CA","Business Services",4.9,"$95k-$148k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","148","95",121.5
"368"," Morningstar","Chicago, IL","Finance",3.5,"$81k-$123k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"IL","123","81",102
"369"," Mercari","San Francisco, CA","Retail",3.7,"$81k-$116k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","116","81",98.5
"370"," Trident Technical Solutions, LLC","Washington, DC","Information Technology",5,"$68k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","110","68",89
"372"," Fareportal","New York, NY","Information Technology",3.6,"$91k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","138","91",114.5
"373"," Neuberger Berman","New York, NY","Finance",3.3,"$97k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","147","97",122
"374"," Stash","New York, NY","Finance",5,"$83k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","133","83",108
"376"," Rocket Wagon","Chicago, IL","Business Services",4.4,"$66k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"IL","106","66",86
"377"," Sun Life Financial","Waterloo, SC","Insurance",3.6,"$64k-$101k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"SC","101","64",82.5
"378"," WideOrbit","Bellevue, WA","Information Technology",3.4,"$115k-$162k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","162","115",138.5
"379",NA,"Los Angeles, CA","Media",3.5,"$98k-$141k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","141","98",119.5
"380"," Leidos","McLean, VA","Aerospace ; Defense",3.4,"$74k-$111k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA","111","74",92.5
"381"," NCQA","Washington, DC","Health Care",3.6,"$72k-$111k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","111","72",91.5
"382"," justenough","Irvine, CA","Information Technology",3.8,"$86k-$122k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","122","86",104
"383"," Noblis","Washington, DC","Business Services",3.9,"$66k-$100k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","100","66",83
"384"," Medical Mutual of Ohio","Cleveland, OH","Insurance",3.4,"$64k-$95k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","95","64",79.5
"385"," Akamai","Santa Clara, CA","Information Technology",3.9,"$114k-$161k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","161","114",137.5
"386"," Liftoff","Palo Alto, CA","Business Services",4.8,"$94k-$136k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","136","94",115
"387"," Grindr","Los Angeles, CA","Information Technology",4,"$95k-$148k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","148","95",121.5
"390"," AdTheorent","New York, NY","Information Technology",4,"$71k-$115k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","115","71",93
"391"," Amgen","South San Francisco, CA","Biotech ; Pharmaceuticals",3.7,"$102k-$138k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","138","102",120
"392"," H2O.ai","Boston, MA","Information Technology",2.9,"$86k-$145k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","145","86",115.5
"394"," GE Renewable Energy","Schenectady, NY","Oil, Gas, Energy ; Utilities",3.7,"$94k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","141","94",117.5
"395"," Intent Media","New York, NY","Information Technology",4.7,"$129k-$202k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","202","129",165.5
"397"," Katerra","Atlanta, GA","Manufacturing",4.3,"$70k-$120k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA","120","70",95
"398"," Valiantica","San Jose, CA","Consumer Services",3.6,"$92k-$133k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","133","92",112.5
"399"," Unified","New York, NY","Information Technology",4.4,"$106k-$167k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","167","106",136.5
"401"," Showtime","New York, NY","Media",3.5,"$96k-$151k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","151","96",123.5
"402"," KPMG International","Santa Clara, CA","Accounting ; Legal",3.9,"$167k-$245k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA","245","167",206
"403"," Nissan","San Jose, CA","Manufacturing",3.3,"$76k-$112k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CA","112","76",94
"404"," Kinetix Technology","New York, NY","Information Technology",4.4,"$60k-$77k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","77","60",68.5
"406",NA,"Los Angeles, CA","Information Technology",5,"$86k-$135k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","135","86",110.5
