"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State"
"287",NA," Tampa, FL",NA,"4.6","$60k-$97k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"290"," Corning","  – Corning, NY","Manufacturing","3.6","$74k-$114k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"291"," Monsanto Company","  – Saint Louis, MO","Agriculture &amp; Forestry","3.9","$64k-$108k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"292"," CGI","  – Washington, DC","Business Services","3.3","$86k-$131k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"294"," Travelport","  – Atlanta, GA","Information Technology","3.5","$89k-$125k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"GA"
"295"," Aquent","  – Chicago, IL","Business Services","4.2","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"297"," ShopRunner","  – Chicago, IL","Retail","4.0","$84k-$121k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"298"," Uber","  – Pittsburgh, PA","Information Technology","4.2","$74k-$110k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"299"," Levi Strauss","  – San Francisco, CA","Retail","3.5","$136k-$191k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"300"," Smith Hanley Associates","  – Irvine, CA","Business Services","4.2","NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"302"," GOOGLE INC.","  – New York, NY","Information Technology","4.4","$117k-$178k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"304"," Engie","  – Charlotte, NC","Oil, Gas, Energy &amp; Utilities","3.4","NA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC"
"305",NA," San Francisco, CA",NA,"3.3","$74k-$106k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"306"," SVAM International, Inc.","  – Jericho, NY","Information Technology","3.4","$81k-$120k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"307",NA," Miami, FL","Finance","3.8","$70k-$109k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"310"," Ancestry","  – Lehi, UT","Information Technology","4.1","NA",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"UT"
"312"," Digital Reasoning","  – Franklin, TN","Information Technology","3.3","$81k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"TN"
"315"," UTC Aerospace Systems","  – Charlotte, NC","Aerospace &amp; Defense","3.3","$67k-$103k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NC"
"316"," Mitek","  – San Diego, CA","Information Technology","3.9","$100k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"318"," EXPRESS","  – Columbus, OH","Retail","3.2","$84k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"319",NA," New York, NY",NA,"NA","$89k-$150k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"320"," Coyote Logistics","  – Chicago, IL","Transportation &amp; Logistics","3.4","$79k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"321"," IBM","  – Phoenix, AZ",NA,"3.5","$85k-$124k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"AZ"
"322"," Roam","  – San Mateo, CA","Information Technology","5.0","$111k-$179k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"323"," TrueMotion","  – Boston, MA","Information Technology","4.9","$98k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"324"," TextNow","  – San Francisco, CA","Telecommunications","4.1","$101k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"327"," Facebook","  – Menlo Park, CA","Information Technology","4.6","$126k-$183k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"328"," CEP America","  – Emeryville, CA","Health Care","4.1","$105k-$150k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA"
"329"," Nissan North America","  – Franklin, TN","Manufacturing","3.3","$72k-$111k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"TN"
"330"," Surescripts","  – Minnesota","Information Technology","3.3","$121k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ta"
"331"," Honeywell","  – Morris Plains, NJ","Information Technology","3.1","$94k-$137k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NJ"
"332"," Tripping","  – San Francisco, CA","Information Technology","4.4","$94k-$136k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"333"," Chubb Corp","  – Whitehouse Station, NJ","Insurance","3.2","$113k-$171k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ"
"334",NA," New York, NY","Information Technology","4.5","$114k-$166k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"335"," Robert Half Technology","  – Horsham, PA","Business Services","2.9","$74k-$118k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"336"," Avant","  – Chicago, IL","Finance","3.1","$73k-$107k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"337"," Fabergent USA","  – Harrisburg, PA","Information Technology","4.8","$60k-$98k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"338"," Enigma","  – New York, NY","Information Technology","4.1","$78k-$116k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"339"," The Coca-Cola Company","  – Atlanta, GA","Manufacturing","3.5","$74k-$112k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"GA"
"340"," Predictive Science","  – Austin, TX",NA,"3.0","$69k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"341"," RealTruck","  – Ocala, FL","Retail","4.2","$60k-$90k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"342"," Altamira Technologies","  – Alexandria, VA","Information Technology","4.1","$99k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"344"," NVIDIA","  – Santa Clara, CA","Information Technology","4.4","$125k-$177k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"345"," Capco","  – New York, NY","Business Services","3.7","$101k-$152k(Glassdoor est.)",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"346"," Cambia Health Solutions","  – Portland, OR","Health Care","3.2","$116k-$172k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"OR"
"347",NA,"  – New York, NY",NA,"NA","$97k-$153k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY"
"348"," National Geospatial-Intelligence Agency","  – Fort Meade, MD","Aerospace &amp; Defense","3.0","$85k-$134k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"349"," adMarketplace","  – New York, NY","Business Services","3.6","$104k-$157k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY"
"350"," Ocean Media","  – Huntington Beach, CA","Media","4.2","$91k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"351"," ZeniMax Media","  – Rockville, MD","Media","3.5","$81k-$119k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MD"
"352"," Mattel","  – El Segundo, CA","Manufacturing","3.2","$103k-$151k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"353"," Autolist","  – San Francisco, CA","Information Technology","5.0","$94k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"354"," Plug Power Inc.","  – Latham, NY","Manufacturing","3.3","$82k-$122k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"355"," Avanade","  – Boston, MA","Information Technology","3.6","$108k-$157k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MA"
"356",NA,"  – Houston, TX","Oil, Gas, Energy &amp; Utilities","NA","$82k-$131k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"357"," Aetna","  – New York, NY","Insurance","3.3","$123k-$183k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"358"," Foursquare","  – New York, NY","Information Technology","4.5","$119k-$178k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"360"," Sovrn","  – Boulder, CO","Media","3.1","$102k-$144k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO"
"361"," HealthJoy","  – Chicago, IL","Health Care","5.0","$77k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"362"," Voith","  – Raleigh, NC","Manufacturing","3.1","$87k-$130k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"363"," Cameron Craig Group","  – Moline, IL","Business Services","5.0","$57k-$94k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"364"," VIVA USA","  – Irving, TX","Information Technology","3.8","$79k-$121k(Glassdoor est.)",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"368"," Nexosis","  – Columbus, OH","Information Technology","5.0","$51k-$83k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"373"," SpotXchange","  – Broomfield, CO","Information Technology","3.9","$64k-$93k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CO"
"374",NA," Plano, TX","Business Services","4.0","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"375"," IBM","  – San Jose, CA",NA,"3.5","$119k-$169k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"376"," Transdev","  – Tempe, AZ","Transportation &amp; Logistics","3.1","$60k-$96k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"AZ"
"377"," Symantec","  – United States","Information Technology","3.6","$98k-$140k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"es"
"378"," Green Key Resources","  – Bridgewater, NJ","Business Services","4.5","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"379"," Northrop Grumman","  – Redondo Beach, CA","Aerospace &amp; Defense","3.7","$114k-$168k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA"
"380"," Clarity Insights","  – United States","Information Technology","3.6","$131k-$183k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"es"
"381"," QuintilesIMS","  – Plymouth Meeting, PA","Health Care","3.4","$93k-$140k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"382"," Citibank","  – Long Island City, NY","Finance","3.4","$86k-$137k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"383"," Cloutera","  – Seattle, WA","Business Services","5.0","$93k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"385"," Monsanto Company","  – Saint Louis, MO","Agriculture &amp; Forestry","3.9","$90k-$134k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"386"," Trinity Health","  – Livonia, MI","Health Care","3.1","$63k-$97k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MI"
"387"," Rocket Lawyer","  – San Francisco, CA","Information Technology","3.7","$90k-$126k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"388"," Payette Group","  – San Francisco, CA","Business Services","4.6","$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"389"," Indeed","  – Austin, TX","Information Technology","3.6","$73k-$107k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"391"," Thermo Fisher Scientific","  – Carlsbad, CA","Biotech &amp; Pharmaceuticals","3.3","$66k-$102k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"392"," Sage","  – San Francisco, CA","Information Technology","2.9","$97k-$137k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"CA"
"393"," St. Jude Children's Research Hospital","  – Memphis, TN","Health Care","4.7","$65k-$98k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TN"
"394"," Meetup","  – New York, NY","Information Technology","4.1","$81k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"395"," Fino Consulting","  – New York, NY","Information Technology","4.0","$98k-$148k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NY"
"396"," Cummins Power South","  – Columbus, IN","Manufacturing","3.8","$78k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IN"
"397"," NBCUniversal","  – New York, NY","Media","3.8","$103k-$160k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"398"," Novartis","  – East Hanover, NJ","Biotech &amp; Pharmaceuticals","3.6","$79k-$125k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ"
"399"," Spectrum Communications and Consulting","  – Chicago, IL","Business Services","4.8","$85k-$134k(Glassdoor est.)",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"400"," Barrick Gold","  – Henderson, NV","Mining &amp; Metals","3.9","$73k-$115k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NV"
"401"," Bank of America","  – Charlotte, NC","Finance","3.5","$111k-$170k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"NC"
"402"," Air Liquide","  – Newark, DE","Manufacturing","3.4","$91k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DE"
"403"," Puget Sound Energy","  – Bellevue, WA","Oil, Gas, Energy &amp; Utilities","3.4","$106k-$150k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"WA"
"404"," Kronos Incorporated","  – Lowell, MA","Information Technology","4.2","$99k-$140k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"MA"
"405"," Coupons.com Incorporated","  – Cincinnati, OH","Retail","2.8","$87k-$124k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"OH"
"406"," The Zappos Family","  – Las Vegas, NV","Retail","3.9","$71k-$105k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"NV"
"407",NA," New York, NY","Media","3.6","$70k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"408"," Sensor Tower","  – San Francisco, CA","Business Services","4.8","$98k-$139k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"409"," HelloFresh","  – New York, NY","Consumer Services","3.4","$62k-$95k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"410"," Becton Dickinson and Company","  – San Diego, CA","Manufacturing","3.4","$78k-$119k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"411"," Zephyr Health","  – San Francisco, CA","Information Technology","2.8","$82k-$118k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"412"," Point72","  – New York, NY","Finance","4.2","$110k-$168k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"413",NA," New York, NY","Business Services","NA","$91k-$142k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"414",NA,"  – Norwalk, CT","Information Technology","NA","$82k-$124k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"415"," CACI International","  – Charlottesville, VA","Information Technology","3.5","$92k-$138k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"416"," Oscar","  – New York, NY","Business Services","4.0","$89k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"417"," American Savings Bank","  – Honolulu, HI","Finance","3.4","$69k-$107k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"HI"
"418"," Lawrence Livermore National Laboratory","  – Livermore, CA","Government","4.4","$125k-$176k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"419"," Fourth Technologies","  – Cleveland, OH","Business Services","4.3","NA",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"OH"
"420"," NBS","  – East Hanover, NJ","Finance","2.7","$89k-$142k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NJ"
"422"," Analysis Group","  – Boston, MA","Business Services","3.8","$109k-$160k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"424"," Sartorius","  – California","Biotech &amp; Pharmaceuticals","3.2","$77k-$117k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"ia"
"425"," VideoAmp","  – Santa Monica, CA","Business Services","4.9","$95k-$148k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"426"," Morningstar","  – Chicago, IL","Finance","3.5","$81k-$123k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"IL"
"427"," Mercari","  – San Francisco, CA","Retail","3.7","$81k-$116k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"428"," Trident Technical Solutions, LLC","  – Washington, DC","Information Technology","5.0","$68k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"429"," Hired by Matrix, Inc.","  – Union, NJ","Business Services","4.4","NA",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"430"," Fareportal","  – New York, NY","Information Technology","3.6","$91k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
